file_num,bag_idx,instance_idx,prior_score
1,1,10,6.208405660892819e-07
1,1,11,2.9597744472014797e-07
1,1,12,3.005400730880251e-05
1,1,13,2.106311839479904e-06
1,1,14,7.03382362869076e-06
1,1,15,2.551557412876789e-07
1,1,16,2.3867153868738436e-05
1,1,17,1.6679850093577716e-06
1,1,18,1.990951488044038e-06
1,1,19,1.6239481802079047e-07
1,1,20,8.622352278332022e-07
1,1,21,2.8433559105817555e-06
1,1,22,1.5596503262971885e-07
1,1,23,2.4554679782526267e-07
1,1,24,2.1742268055663456e-07
1,1,25,4.7529829274136406e-06
1,1,26,4.130125454549614e-06
1,1,27,3.7281587693329593e-06
1,1,28,1.755952075753679e-07
1,1,29,2.5229064742826286e-06
1,1,30,8.117534051570901e-08
1,1,31,1.1957300827703934e-07
1,1,32,1.9055342921537437e-07
1,1,33,2.1159960341985282e-07
1,1,34,6.549812592064593e-08
1,1,35,6.685218804472836e-08
1,1,36,3.275554386809822e-06
1,1,37,5.656719174159079e-08
1,1,38,1.173220025659471e-06
1,1,39,6.593317145616664e-08
1,1,40,4.0830922841277847e-08
1,1,41,8.023572868084017e-08
1,1,42,6.061803570130891e-08
1,1,43,7.646459728158235e-07
1,1,44,6.630658423474148e-08
1,1,45,1.0088206723361286e-07
1,1,46,2.6888997091999596e-08
1,1,47,9.115270449184859e-08
1,1,48,8.309589167167491e-08
1,1,49,5.697056246832242e-08
1,1,50,2.2355761454327683e-08
1,1,51,1.6291172856830487e-08
1,1,52,4.574529900527664e-08
1,1,53,1.6736651604222841e-07
1,1,54,3.0483634937072536e-08
1,1,55,3.774114344407711e-08
1,1,56,7.377837276780563e-08
1,1,57,3.5426566688223704e-08
1,1,58,4.5914411144004686e-08
1,1,59,3.3210122215466524e-08
1,2,0,4.347494125988199e-08
1,2,1,4.2500043409267454e-08
1,2,2,4.3899801571863814e-08
1,2,3,3.376857225392455e-08
1,2,4,1.0421981406456322e-07
1,2,5,4.476901099174534e-08
1,2,6,1.4822613546456769e-06
1,2,7,3.598695314006802e-08
1,2,8,5.9295539551948624e-08
1,2,9,2.4261047832359434e-07
1,2,10,5.468231029342919e-07
1,2,11,3.086681237771359e-08
1,2,12,4.442898381347357e-08
1,2,13,4.47329294226324e-07
1,2,14,3.310391727234707e-07
1,2,15,6.261218933877482e-07
1,2,16,1.1318637574914824e-06
1,2,17,1.773025390983957e-07
1,2,18,4.084081213994805e-08
1,2,19,4.717623440181274e-08
1,2,20,2.489464957608019e-07
1,2,21,7.641376639051576e-08
1,2,22,6.112658446913845e-08
1,2,23,5.985981601913564e-07
1,2,24,2.767553705934362e-07
1,2,25,3.295697762562677e-08
1,2,26,2.011962568374515e-08
1,2,27,2.9083643137239533e-08
1,2,28,1.511404546201269e-08
1,2,29,7.344119747787136e-08
1,2,30,1.2350029288671604e-06
1,2,31,2.360002713777472e-07
1,2,32,6.57995869909449e-08
1,2,33,9.278740805069989e-08
1,2,34,4.9295884608978015e-09
1,2,35,3.211553177278865e-08
1,2,36,4.346677815603209e-07
1,2,37,6.617698047169383e-09
1,2,38,2.9326087943848193e-08
1,2,39,2.1922231163899674e-08
1,2,40,3.537175589421619e-08
1,2,41,5.805601037355602e-09
1,2,42,4.3824909098668675e-08
1,2,43,2.3957826445020078e-09
1,2,44,1.954608434576222e-08
1,2,45,1.0911452459634992e-08
1,2,46,3.869943351736306e-08
1,2,47,7.95010757722739e-09
1,2,48,1.239610701304549e-07
1,2,49,5.480711856993578e-09
1,2,50,3.0274883452074853e-09
1,2,51,3.2540388712606857e-08
1,2,52,5.678691913524399e-07
1,2,53,3.779403665816753e-08
1,2,54,3.6969875085821336e-07
1,2,55,1.5149923135361893e-07
1,2,56,4.634506151212372e-09
1,2,57,2.1514041036879305e-08
1,2,58,1.6061894815052912e-08
1,2,59,1.493846317166369e-08
1,3,0,1.9079168909990236e-07
1,3,1,2.7532799999265052e-09
1,3,2,1.4266087158874519e-08
1,3,3,1.0151269175205024e-08
1,3,4,1.730916395744856e-07
1,3,5,1.3482257853965845e-08
1,3,6,8.334150178114455e-08
1,3,7,3.398200110316161e-08
1,3,8,1.1220737327502653e-08
1,3,9,6.348014903302524e-08
1,3,10,1.1533033907053144e-07
1,3,11,1.830989935234101e-08
1,3,12,8.019339926225937e-08
1,3,13,1.7109726808626158e-08
1,3,14,4.481947633755393e-09
1,3,15,2.1133304344062217e-07
1,3,16,3.142526761478794e-08
1,3,17,1.0425317338867999e-07
1,3,18,7.013742838521643e-08
1,3,19,8.61084868744693e-09
1,3,20,2.8691981338872895e-08
1,3,21,3.166412243978075e-08
1,3,22,1.2311836211355143e-07
1,3,23,1.6543491792636527e-08
1,3,24,4.013151961398443e-08
1,3,25,2.9477391358258576e-08
1,3,26,3.628697408881158e-08
1,3,27,2.8391577344439504e-08
1,3,28,9.755357012212421e-08
1,3,29,1.4527368175260708e-07
1,3,30,4.3228363436550274e-08
1,3,31,2.6652285444210406e-08
1,3,32,4.2781825424564266e-08
1,3,33,8.329442345610971e-08
1,3,34,3.805981533659823e-08
1,3,35,2.0939642032668958e-08
1,3,36,1.330410427752803e-07
1,3,37,5.647642684724106e-08
1,3,38,2.7414791340909533e-08
1,3,39,2.8948172400013143e-08
1,3,40,4.072894855084005e-08
1,3,41,3.4949656497883215e-08
1,3,42,9.451629578091898e-08
1,3,43,1.8727478415447821e-07
1,3,44,1.2881465636604704e-07
1,3,45,3.585246805658177e-08
1,3,46,1.764733685568023e-07
1,3,47,4.301593458695463e-08
1,3,48,9.82135917481575e-08
1,3,49,4.9682265836784e-08
1,3,50,3.7706778272730804e-07
1,3,51,6.701514509878498e-08
1,3,52,1.222837288842889e-07
1,3,53,2.2454062721900878e-07
1,3,54,5.32982657097332e-06
1,3,55,1.4208427204244408e-07
1,3,56,9.276241807263977e-08
1,3,57,6.165192326701761e-08
1,3,58,2.3889927932484125e-05
1,3,59,6.274338981016646e-08
1,4,0,3.3728932034509474e-08
1,4,1,2.8261821021621033e-08
1,4,2,2.516082901930445e-08
1,4,3,2.2768376205252067e-08
1,4,4,7.634289787044196e-09
1,4,5,4.225635716165877e-08
1,4,6,7.718579803548144e-09
1,4,7,7.038774764262654e-08
1,4,8,2.35769142026726e-08
1,4,9,1.0667231937449558e-08
1,4,10,2.9450446269861086e-08
1,4,11,6.995288969294034e-08
1,4,12,2.1701610728396122e-08
1,4,13,4.36640335524092e-05
1,4,14,0.007848334877818346
1,4,15,0.014771131392737688
1,4,16,0.0017298010636677772
1,4,17,0.00020376969347404465
1,4,18,0.0002713007430642937
1,4,19,0.00023835130852129568
1,4,20,0.00022865110338550916
1,4,21,0.00029782794780556365
1,4,22,0.0002568011911294623
1,4,23,0.00042545965432730853
1,4,24,0.00023113477860065075
1,4,25,0.00033633800156067096
1,4,26,0.0006342823890831852
1,4,27,0.000513666808136874
1,4,28,6.436387164938605e-05
1,4,29,0.0001812904301567961
1,4,30,6.860700523302914e-05
1,4,31,0.00017522258985516625
1,4,32,2.2524241614204823e-05
1,4,33,2.2435893598771853e-05
1,4,34,0.00016600151057717097
1,4,35,4.1439554752882785e-05
1,4,36,0.0004589488770926631
1,4,37,0.00017763331098161387
1,4,38,6.093255879660017e-05
1,4,39,0.00011744685626582397
1,4,40,5.945859331629653e-05
1,4,41,0.0003545088939742771
1,4,42,6.261002112979728e-05
1,4,43,6.996110726351777e-05
1,4,44,3.7310423474877574e-05
1,4,45,5.50166847915329e-05
1,4,46,8.028681317025498e-05
1,4,47,0.00011599449368086598
1,4,48,0.0001313118751669454
1,4,49,0.00014419797188405944
1,4,50,0.0003492314670371101
1,4,51,0.00012938064008276564
1,4,52,0.00031644347949231664
1,4,53,0.0002751793381709553
1,4,54,0.00019303005225930622
1,4,55,0.0003936106999662121
1,4,56,0.00024383546828091
1,4,57,0.0004612902784183597
1,4,58,0.000378290966358708
1,4,59,0.00032409925657609094
1,5,0,0.0006869237776531443
1,5,1,0.0004819836681507866
1,5,2,0.00048447745642085915
1,5,3,0.0004620469799754687
1,5,4,0.0006021548923976816
1,5,5,0.0005073951772675739
1,5,6,0.0004214099886438998
1,5,7,0.0006979466142209715
1,5,8,0.0005272900677436158
1,5,9,0.0006561327021476084
1,5,10,0.0008461871197952994
1,5,11,0.000482743397629327
1,5,12,0.0019574208357450835
1,5,13,0.000644283488968196
1,5,14,0.0007790559241231907
1,5,15,0.0010609460926709188
1,5,16,0.00021520889807071587
1,5,17,0.0002933293654995618
1,5,18,0.0005471803227082197
1,5,19,0.0006275907364790165
1,5,20,0.0011895834885072285
1,5,21,0.0004850043723637644
1,5,22,0.000682789292446607
1,5,23,0.0003095266435429213
1,5,24,0.00041400218862732514
1,5,25,0.00042739081669233413
1,5,26,0.0005836046972789606
1,5,27,0.0004905314756434371
1,5,28,0.0006262094874509202
1,5,29,0.0003507412902475614
1,5,30,0.00018673150811274837
1,5,31,0.0002929581733172241
1,5,32,0.0002613594329337914
1,5,33,9.646601466184174e-05
1,5,34,0.00011850247269136917
1,5,35,0.00013371287702133833
1,5,36,0.00016205576972911395
1,5,37,0.00012204449821954971
1,5,38,4.88389290258094e-05
1,5,39,0.00011476753149248358
1,5,40,0.0002268476571041069
1,5,41,3.0354666765475153e-05
1,5,42,1.9386179088707616e-05
1,5,43,8.153605489429132e-05
1,5,44,0.00013706143563796595
1,5,45,0.0002801418570158664
1,5,46,5.238136549037468e-05
1,5,47,4.861211974877639e-05
1,5,48,0.00018118661702845007
1,5,49,0.00017124384099157346
1,5,50,0.00014238793872201557
1,5,51,0.00010593224034579812
1,5,52,4.592046975119274e-05
1,5,53,0.0002126359067483772
1,5,54,0.0002505255125422445
1,5,55,3.391119656259468e-05
1,5,56,4.555379270197791e-05
1,5,57,1.4511021647300138e-05
1,5,58,6.999215616637691e-05
1,5,59,3.4475796015488806e-05
1,6,0,0.00018833718254093713
1,6,1,6.315427700775297e-05
1,6,2,8.47811645282793e-05
1,6,3,0.0012052547681475525
1,6,4,4.0061683396540836e-05
1,6,5,0.00012899328759764664
1,6,6,6.281651129290588e-05
1,6,7,5.4002931292308355e-05
1,6,8,8.57492108697928e-05
1,6,9,0.00011132782988708557
1,6,10,0.00018479552368737764
1,6,11,0.00011622470935814479
1,6,12,1.3348341422730123e-05
1,6,13,4.773572457978069e-05
1,6,14,8.748503931191376e-05
1,6,15,4.841038777531348e-05
1,6,16,1.7201070364775764e-05
1,6,17,0.00017158060639815866
1,6,18,3.8243443243512775e-05
1,6,19,5.604749429930389e-05
1,6,20,6.932924943967738e-05
1,6,21,0.00013712882998165275
1,6,22,4.889082035869172e-05
1,6,23,2.8031444174196606e-05
1,6,24,8.045378945541838e-05
1,6,25,2.1799562963602916e-05
1,6,26,4.0302144495139034e-05
1,6,27,4.55085582090251e-05
1,6,28,3.766916585347873e-05
1,6,29,7.403768806763307e-05
1,6,30,4.623222763982457e-05
1,6,31,3.445422638930565e-05
1,6,32,4.821015865824889e-05
1,6,33,4.0928801729521535e-05
1,6,34,0.00010577545949963385
1,6,35,9.459160266691784e-05
1,6,36,0.0005008740786586331
1,6,37,0.00015578830560465412
1,6,38,6.729741887897047e-05
1,6,39,0.00032736905551793665
1,6,40,2.90740889069311e-05
1,6,41,7.344630522542988e-05
1,6,42,7.000325196747716e-05
1,6,43,6.281210913302478e-05
1,6,44,1.86153741881095e-05
1,6,45,0.00018570287372908677
1,6,46,8.351490681310455e-05
1,6,47,4.4220135930143586e-05
1,6,48,9.215323328788675e-05
1,6,49,5.563927063994908e-05
1,6,50,0.0003354488205138787
1,6,51,3.6034813952715186e-05
1,6,52,0.00011065699706471171
1,6,53,1.8052582472416825e-05
1,6,54,2.70196590150526e-05
1,6,55,4.633454417298661e-05
1,6,56,0.00013494772748665976
1,6,57,3.6257188787210937e-05
1,6,58,1.9280613122384e-05
1,6,59,2.0564507050061553e-05
1,7,0,2.0931493088130324e-05
1,7,1,5.2112742136334244e-05
1,7,2,2.8546567573114478e-05
1,7,3,0.00013904000148673394
1,7,4,0.00047471526897172614
1,7,5,6.554040992761303e-05
1,7,6,1.5558871876533612e-05
1,7,7,4.7364869291549675e-05
1,7,8,2.9348652885717157e-05
1,7,9,5.8758212428235364e-05
1,7,10,3.0923186050117405e-05
1,7,11,0.00010664440281914375
1,7,12,5.404796210557856e-05
1,7,13,1.6370290168842568e-05
1,7,14,4.3858687663534276e-05
1,7,15,3.240547056562036e-05
1,7,16,3.70266551105809e-05
1,7,17,7.578085304123236e-05
1,7,18,0.0008958455928881995
1,7,19,2.7213419699802156e-05
1,7,20,2.4230043922020667e-05
1,7,21,6.613777983206604e-05
1,7,22,1.8834163522101194e-05
1,7,23,4.915247529936045e-05
1,7,24,3.433560413105952e-05
1,7,25,9.94533062582703e-05
1,7,26,4.063121639548186e-05
1,7,27,3.070655104139152e-05
1,7,28,2.5379302611186525e-05
1,7,29,2.594772611725892e-05
1,7,30,3.2717880069111443e-05
1,7,31,5.0815379838272896e-05
1,7,32,8.506535357222549e-05
1,7,33,7.873445575247781e-05
1,7,34,0.0002827263493199913
1,7,35,0.0005705894531529208
1,7,36,6.470900274796992e-05
1,7,37,4.503649469923479e-05
1,7,38,0.00035051185254587734
1,7,39,0.00037441136295529717
1,7,40,4.816665655694115e-05
1,7,41,0.00035081185328169733
1,7,42,8.180857601430305e-05
1,7,43,4.644196695134213e-05
1,7,44,8.49811446822018e-05
1,7,45,0.00011148397797766829
1,7,46,4.977096493713965e-05
1,7,47,5.838960884565353e-05
1,7,48,7.72766918753823e-05
1,7,49,0.0005911998908053184
1,7,50,6.548852835531017e-05
1,7,51,0.0001376711692272162
1,7,52,8.045603104448094e-05
1,7,53,9.842542336095119e-05
1,7,54,7.000931501322071e-05
1,7,55,6.736169020877861e-05
1,7,56,8.402405686048294e-05
1,7,57,0.00026551739146539563
1,7,58,0.00010867634625459139
1,7,59,9.683149018574901e-05
1,8,0,0.00015376264948772196
1,8,1,0.0001968926206236884
1,8,2,0.0001145321893126519
1,8,3,7.763929668720714e-05
1,8,4,0.00028437947904947454
1,8,5,0.0001229762948794716
1,8,6,0.0009111449425696913
1,8,7,0.00014755134724533643
1,8,8,0.00011989449851185205
1,8,9,0.0001211064075368586
1,8,10,9.287580922644679e-05
1,8,11,0.0011124307478735085
1,8,12,0.0008578084607579313
1,8,13,0.00018893899960685919
1,8,14,0.00020039512190128707
1,8,15,0.00015088187429297272
1,8,16,0.00015638133356185786
1,8,17,0.00019110622579504512
1,8,18,9.865784093950629e-05
1,8,19,7.910752511332396e-05
1,8,20,0.00015240893821158173
1,8,21,0.0002202107023299812
1,8,22,0.00012668020653854815
1,8,23,0.00015669272274720526
1,8,24,0.00017121484605572514
1,8,25,0.0001675169083807275
1,8,26,0.0001349942030325234
1,8,27,0.00021874778578082855
1,8,28,0.00019384481097499406
1,8,29,0.008403216153902273
1,8,30,0.00018544909153843595
1,8,31,0.00015619092810554886
1,8,32,9.604202078003787e-05
1,8,33,0.0001621692675300676
1,8,34,0.00024310401076453966
1,8,35,0.00014470030602649513
1,8,36,0.00021437140251342847
1,8,37,0.00017435516705909345
1,8,38,0.0001638004964246521
1,8,39,0.0001771095547529663
1,8,40,0.00011118984379392822
1,8,41,9.360909068770854e-05
1,8,42,0.00016608436088668557
1,8,43,0.00021212834328524573
1,8,44,0.00014159783475373814
1,8,45,8.18139588745661e-05
1,8,46,7.591411125416531e-05
1,8,47,0.00017876947813851135
1,8,48,0.00022320871478843156
1,8,49,0.00031788490751244886
1,8,50,0.00015262498001640223
1,8,51,0.0007115526417521003
1,8,52,0.0004066546362489623
1,8,53,0.00013938944486234156
1,8,54,7.71785017631642e-05
1,8,55,0.00011277738663446204
1,8,56,0.00015247504695311545
1,8,57,0.00011877862987010974
1,8,58,0.0042133286194208815
1,8,59,0.0013452500997333074
1,9,0,0.014294631906784528
1,9,1,0.0004297858036974239
1,9,2,2.0937279222169936e-06
1,9,3,9.862852108023445e-09
1,9,4,9.769533975908402e-08
1,9,5,1.0338339298755137e-07
1,9,6,1.0128737346156377e-09
1,9,7,1.3997836512068016e-06
1,9,8,1.1319141265212862e-06
1,9,9,1.3121872769473364e-06
1,9,10,9.298941207349513e-07
1,9,11,3.4420075301639034e-08
1,9,12,3.27619158210441e-07
1,9,13,2.599129792039729e-07
1,9,14,3.311801976278211e-06
1,9,15,4.536269719529222e-08
1,9,16,2.4921626391404204e-07
1,9,17,8.270471995051683e-08
1,9,18,3.529192410239264e-08
1,9,19,1.9153854575707367e-08
1,9,20,1.6069652059952068e-08
1,9,21,2.2490724696713432e-08
1,9,22,1.590197238679415e-08
1,9,23,2.225021531338282e-08
1,9,24,2.012451157530113e-08
1,9,25,3.88485237701681e-08
1,9,26,3.2550991715319296e-08
1,9,27,1.935518555058018e-08
1,9,28,1.1377281771820716e-08
1,9,29,4.228447335418932e-08
1,9,30,2.6659933172423595e-08
1,9,31,1.018640955798985e-08
1,9,32,1.6501036705023753e-08
1,9,33,1.7748752048424284e-08
1,9,34,1.5246204405624824e-08
1,9,35,6.8160268039303296e-09
1,9,36,4.588399765408488e-08
1,9,37,2.1271955557474462e-08
1,9,38,2.1406588781179714e-08
1,9,39,4.985192657243879e-08
1,9,40,1.5630598041775447e-08
1,9,41,2.3818565145927475e-08
1,9,42,4.313497665477358e-08
1,9,43,9.10784421470941e-09
1,9,44,7.911201650925173e-09
1,9,45,3.455712384115686e-08
1,9,46,1.3061197058920338e-08
1,9,47,1.5633648888024303e-08
1,9,48,6.535620663234415e-08
1,9,49,2.1954582228764736e-08
1,9,50,5.373916353112095e-08
1,9,51,3.646530757421404e-08
1,9,52,1.3209791993833422e-08
1,9,53,1.4827665527880124e-08
1,9,54,5.283392215802341e-08
1,9,55,3.332618857590233e-08
1,9,56,1.413274854354523e-07
1,9,57,4.687578182278815e-08
1,9,58,3.5377686272305785e-07
1,9,59,1.0452107359005631e-06
1,10,0,5.0726643257662476e-08
1,10,1,2.0622014019258658e-07
1,10,2,2.8453466766056964e-08
1,10,3,9.731963107615904e-09
1,10,4,1.2570399396666227e-07
1,10,5,9.137549587263856e-09
1,10,6,1.6629922948035084e-08
1,10,7,3.6756435170781686e-08
1,10,8,3.081285167166296e-07
1,10,9,3.9435353770344964e-07
1,10,10,7.011707756122387e-07
1,10,11,4.963023582580782e-08
1,10,12,3.1118359579016604e-07
1,10,13,2.3848063408300244e-08
1,10,14,7.52350309216047e-08
1,10,15,3.502393475767732e-08
1,10,16,1.710347687173254e-08
1,10,17,1.5336077400090597e-08
1,10,18,1.9100317422558705e-08
1,10,19,1.5982017559385788e-07
1,10,20,1.0295169569163385e-07
1,10,21,2.7112293315917854e-08
1,10,22,3.386551183879526e-08
1,10,23,6.983136733648369e-08
1,10,24,9.781938585148866e-08
1,10,25,1.1419535928258872e-07
1,10,26,2.8086247182030094e-08
1,10,27,1.7108780585535212e-08
1,10,28,7.374189696676384e-08
1,10,29,5.6950286287922105e-08
1,10,30,2.9178818762685272e-08
1,10,31,3.1498564745651266e-08
1,10,32,3.423184247646804e-08
1,10,33,6.479386357221414e-08
1,10,34,2.4844737449295422e-08
1,10,35,3.169136291445487e-08
1,10,36,2.5735838129851158e-08
1,10,37,2.2841399564338038e-08
1,10,38,1.3708471989553977e-08
1,10,39,2.9074564079631666e-08
1,10,40,4.291841260856246e-09
1,10,41,1.569357378130427e-08
1,10,42,1.936231486640933e-08
1,10,43,1.300055695102951e-08
1,10,44,3.235330115000503e-08
1,10,45,3.065930997937884e-08
1,10,46,5.487303646647459e-08
1,10,47,1.9427306161519426e-08
1,10,48,2.7542070481899078e-08
1,10,49,2.020877894907773e-08
1,10,50,3.075631876270108e-08
1,10,51,1.7074882399820705e-08
1,10,52,7.071332502493405e-08
1,10,53,3.655270097152063e-08
1,10,54,1.2460476107300349e-08
1,10,55,1.694477369459701e-07
1,10,56,6.670227467065009e-07
1,10,57,9.808544685567746e-08
1,10,58,9.957009028933743e-07
1,10,59,3.553881705498568e-08
1,11,0,4.244091113080026e-08
1,11,1,4.503437938466208e-08
1,11,2,2.0907681655149726e-07
1,11,3,1.8583147355912374e-08
1,11,4,1.1668835320639727e-08
1,11,5,2.1600952149613677e-08
1,11,6,1.0783617095020084e-07
1,11,7,2.2573276381762909e-07
1,11,8,3.7367172885620666e-08
1,11,9,8.067749296759346e-08
1,11,10,1.2057138882483098e-07
1,11,11,1.5899617078174696e-08
1,11,12,9.016702354873466e-08
1,11,13,4.0732924048885905e-08
1,11,14,8.216273353306824e-09
1,11,15,6.553595591077864e-08
1,11,16,7.968391948339356e-08
1,11,17,2.4154584671494825e-08
1,11,18,4.6477833659540183e-08
1,11,19,1.148998060394002e-07
1,11,20,2.5886030150616038e-08
1,11,21,2.5476959504575248e-08
1,11,22,2.1651487914051636e-08
1,11,23,3.048192482395045e-07
1,11,24,7.872569460115546e-08
1,11,25,3.702747648269541e-08
1,11,26,6.701083329045913e-08
1,11,27,7.441404058914692e-08
1,11,28,3.0944987549990407e-08
1,11,29,1.1675905725828794e-07
1,11,30,1.5872581665218277e-07
1,11,31,6.457351599129181e-08
1,11,32,5.5194280220068485e-08
1,11,33,2.994594973627874e-07
1,11,34,5.8526955719517134e-08
1,11,35,9.485019134924457e-08
1,11,36,6.543825815408974e-08
1,11,37,2.1694418980037346e-08
1,11,38,8.514013070895137e-08
1,11,39,2.2462460493115398e-08
1,11,40,1.2904539018969874e-08
1,11,41,1.0570308862416047e-07
1,11,42,1.06198677042767e-08
1,11,43,3.23299883900258e-08
1,11,44,2.232414365006566e-08
1,11,45,4.322231287164438e-08
1,11,46,2.8224734417401343e-08
1,11,47,5.132557404783257e-08
1,11,48,1.8397167364453342e-08
1,11,49,1.841380473840728e-08
1,11,50,2.9577369399960186e-08
1,11,51,6.291158949041685e-09
1,11,52,2.2020309601496957e-07
1,11,53,2.594015516167324e-08
1,11,54,8.3930132068385e-08
1,11,55,5.417881981104564e-09
1,11,56,7.884111015522494e-09
1,11,57,3.3333082510531715e-09
1,11,58,2.82678124652173e-09
1,11,59,8.619395433959422e-09
1,12,0,1.5580839337799787e-08
1,12,1,1.491298844098248e-08
1,12,2,4.0510793319532196e-08
1,12,3,5.889510574135135e-09
1,12,4,5.6478891049387205e-09
1,12,5,2.5115891237878807e-08
1,12,6,1.7678876176640316e-08
1,12,7,5.3826016228746614e-08
1,12,8,2.7406817476666133e-08
1,12,9,1.1633705105641693e-09
1,12,10,1.0831834684436425e-07
1,12,11,4.000964557413954e-09
1,12,12,1.056839910391621e-08
1,12,13,3.0025023395702387e-09
1,12,14,3.4077658269769815e-09
1,12,15,1.29585486420692e-09
1,12,16,2.82872130754294e-09
1,12,17,3.633491554351139e-09
1,12,18,7.638298262281247e-09
1,12,19,9.06413289095391e-09
1,12,20,6.753471268604093e-09
1,12,21,2.2262204618910596e-07
1,12,22,1.10057094327508e-07
1,12,23,1.2062995572600281e-08
1,12,24,4.527909695080862e-07
1,12,25,1.8994887331459825e-07
1,12,26,4.578103869870652e-08
1,12,27,6.96964683873572e-08
1,12,28,2.6927871977636666e-08
1,12,29,7.717383482578285e-09
1,12,30,1.339812210430764e-08
1,12,31,2.107840605170031e-09
1,12,32,3.131687492025708e-07
1,12,33,4.51072137281062e-09
1,12,34,7.657287403396825e-09
1,12,35,1.0292987537320974e-08
1,12,36,8.301929978192289e-11
1,12,37,1.6560234840147627e-08
1,12,38,1.584722028621407e-08
1,12,39,5.2381146193993816e-08
1,12,40,3.90285147827e-09
1,12,41,3.3116918647598183e-09
1,12,42,4.569545792895976e-09
1,12,43,3.8475457926900987e-10
1,12,44,1.3991772781982002e-09
1,12,45,3.228284565934774e-07
1,12,46,1.2729707578735578e-09
1,12,47,1.804237789418568e-09
1,12,48,1.6549737711311045e-09
1,12,49,4.918636913478587e-09
1,12,50,1.419706904838758e-07
1,12,51,8.748354951264407e-07
1,12,52,6.722360580997745e-10
1,12,53,1.7179910406063807e-06
1,12,54,1.0809369746362087e-09
1,12,55,0.0
1,12,56,1.710751249634697e-09
1,12,57,1.9904705278313084e-09
1,12,58,2.694731296327275e-09
1,12,59,1.0170437099551503e-09
1,13,0,6.301117885989835e-09
1,13,1,6.305818481907452e-07
1,13,2,6.648180964758539e-09
1,13,3,7.90403387275578e-05
1,13,4,3.5965293974050324e-08
1,13,5,0.005471311431808455
1,13,6,2.5713428044013083e-08
1,13,7,0.009886332965989576
1,13,8,0.0016354944934085275
1,13,9,0.004562819288611629
1,13,10,0.009959096906382846
1,13,11,0.0015774146122492679
1,13,12,0.0024541314421556615
1,13,13,0.0038680644530408445
1,13,14,0.00088403037332373
1,13,15,0.0007933268732428112
1,13,16,0.0007713996350160504
1,13,17,0.0009987329923840482
1,13,18,0.0019021556983666466
1,13,19,0.0021524821492468695
1,13,20,0.0017290014746271344
1,13,21,0.004519398105191572
1,13,22,0.008420465258497017
1,13,23,0.0018701828556824073
1,13,24,0.003906895695978847
1,13,25,0.002120388778420137
1,13,26,0.003754774531739272
1,13,27,0.0020899199000070177
1,13,28,0.004298966496483779
1,13,29,0.0020621201150864345
1,13,30,0.00938600868236241
1,13,31,0.003300012088586825
1,13,32,0.0019349433812291558
1,13,33,0.0020234869665079753
1,13,34,0.0022460822809331144
1,13,35,0.002213384649173947
1,13,36,0.0035556431907075915
1,13,37,0.0020082860252660976
1,13,38,0.0035691644884134704
1,13,39,0.001840957787049248
1,13,40,0.0015900419754008798
