file_num,bag_idx,instance_idx,bag_label,instance_label,instance_start_sec,npy_file
1,14,6,1,1,846.0,file_01_bag_014_label_1.npy
1,14,7,1,0,847.0,file_01_bag_014_label_1.npy
1,14,8,1,0,848.0,file_01_bag_014_label_1.npy
1,14,9,1,0,849.0,file_01_bag_014_label_1.npy
1,14,10,1,0,850.0,file_01_bag_014_label_1.npy
1,14,11,1,0,851.0,file_01_bag_014_label_1.npy
1,14,12,1,0,852.0,file_01_bag_014_label_1.npy
1,14,13,1,0,853.0,file_01_bag_014_label_1.npy
1,14,14,1,0,854.0,file_01_bag_014_label_1.npy
1,14,15,1,0,855.0,file_01_bag_014_label_1.npy
1,14,16,1,0,856.0,file_01_bag_014_label_1.npy
1,14,17,1,0,857.0,file_01_bag_014_label_1.npy
1,14,18,1,0,858.0,file_01_bag_014_label_1.npy
1,14,19,1,0,859.0,file_01_bag_014_label_1.npy
1,14,20,1,0,860.0,file_01_bag_014_label_1.npy
1,14,21,1,0,861.0,file_01_bag_014_label_1.npy
1,14,22,1,0,862.0,file_01_bag_014_label_1.npy
1,14,23,1,0,863.0,file_01_bag_014_label_1.npy
1,14,24,1,0,864.0,file_01_bag_014_label_1.npy
1,14,25,1,0,865.0,file_01_bag_014_label_1.npy
1,14,26,1,0,866.0,file_01_bag_014_label_1.npy
1,14,27,1,0,867.0,file_01_bag_014_label_1.npy
1,14,28,1,0,868.0,file_01_bag_014_label_1.npy
1,14,29,1,0,869.0,file_01_bag_014_label_1.npy
1,14,30,1,0,870.0,file_01_bag_014_label_1.npy
1,14,31,1,0,871.0,file_01_bag_014_label_1.npy
1,14,32,1,0,872.0,file_01_bag_014_label_1.npy
1,14,33,1,0,873.0,file_01_bag_014_label_1.npy
1,14,34,1,0,874.0,file_01_bag_014_label_1.npy
1,14,35,1,0,875.0,file_01_bag_014_label_1.npy
1,14,36,1,0,876.0,file_01_bag_014_label_1.npy
1,14,37,1,0,877.0,file_01_bag_014_label_1.npy
1,14,38,1,0,878.0,file_01_bag_014_label_1.npy
1,14,39,1,0,879.0,file_01_bag_014_label_1.npy
1,14,40,1,0,880.0,file_01_bag_014_label_1.npy
1,14,41,1,0,881.0,file_01_bag_014_label_1.npy
1,14,42,1,0,882.0,file_01_bag_014_label_1.npy
1,14,43,1,0,883.0,file_01_bag_014_label_1.npy
1,14,44,1,0,884.0,file_01_bag_014_label_1.npy
1,14,45,1,0,885.0,file_01_bag_014_label_1.npy
1,14,46,1,0,886.0,file_01_bag_014_label_1.npy
1,14,47,1,0,887.0,file_01_bag_014_label_1.npy
1,14,48,1,0,888.0,file_01_bag_014_label_1.npy
1,14,49,1,0,889.0,file_01_bag_014_label_1.npy
1,14,50,1,0,890.0,file_01_bag_014_label_1.npy
1,14,51,1,0,891.0,file_01_bag_014_label_1.npy
1,14,52,1,0,892.0,file_01_bag_014_label_1.npy
1,14,53,1,0,893.0,file_01_bag_014_label_1.npy
1,14,54,1,0,894.0,file_01_bag_014_label_1.npy
1,14,55,1,0,895.0,file_01_bag_014_label_1.npy
1,14,56,1,0,896.0,file_01_bag_014_label_1.npy
1,14,57,1,0,897.0,file_01_bag_014_label_1.npy
1,14,58,1,0,898.0,file_01_bag_014_label_1.npy
1,14,59,1,0,899.0,file_01_bag_014_label_1.npy
1,16,0,1,0,960.0,file_01_bag_016_label_1.npy
1,16,1,1,0,961.0,file_01_bag_016_label_1.npy
1,16,2,1,0,962.0,file_01_bag_016_label_1.npy
1,16,3,1,0,963.0,file_01_bag_016_label_1.npy
1,16,4,1,0,964.0,file_01_bag_016_label_1.npy
1,16,5,1,0,965.0,file_01_bag_016_label_1.npy
1,16,6,1,0,966.0,file_01_bag_016_label_1.npy
1,16,7,1,0,967.0,file_01_bag_016_label_1.npy
1,16,8,1,0,968.0,file_01_bag_016_label_1.npy
1,16,9,1,0,969.0,file_01_bag_016_label_1.npy
1,16,10,1,0,970.0,file_01_bag_016_label_1.npy
1,16,11,1,0,971.0,file_01_bag_016_label_1.npy
1,16,12,1,0,972.0,file_01_bag_016_label_1.npy
1,16,13,1,1,973.0,file_01_bag_016_label_1.npy
1,16,14,1,1,974.0,file_01_bag_016_label_1.npy
1,16,15,1,1,975.0,file_01_bag_016_label_1.npy
1,16,16,1,0,976.0,file_01_bag_016_label_1.npy
1,16,17,1,1,977.0,file_01_bag_016_label_1.npy
1,16,18,1,1,978.0,file_01_bag_016_label_1.npy
1,16,19,1,0,979.0,file_01_bag_016_label_1.npy
1,16,20,1,0,980.0,file_01_bag_016_label_1.npy
1,16,21,1,0,981.0,file_01_bag_016_label_1.npy
1,16,22,1,0,982.0,file_01_bag_016_label_1.npy
1,16,23,1,0,983.0,file_01_bag_016_label_1.npy
1,16,24,1,0,984.0,file_01_bag_016_label_1.npy
1,16,25,1,0,985.0,file_01_bag_016_label_1.npy
1,16,26,1,0,986.0,file_01_bag_016_label_1.npy
1,16,27,1,0,987.0,file_01_bag_016_label_1.npy
1,16,28,1,0,988.0,file_01_bag_016_label_1.npy
1,16,29,1,0,989.0,file_01_bag_016_label_1.npy
1,16,30,1,0,990.0,file_01_bag_016_label_1.npy
1,16,31,1,0,991.0,file_01_bag_016_label_1.npy
1,16,32,1,0,992.0,file_01_bag_016_label_1.npy
1,16,33,1,0,993.0,file_01_bag_016_label_1.npy
1,16,34,1,0,994.0,file_01_bag_016_label_1.npy
1,16,35,1,0,995.0,file_01_bag_016_label_1.npy
1,16,36,1,0,996.0,file_01_bag_016_label_1.npy
1,16,37,1,0,997.0,file_01_bag_016_label_1.npy
1,16,38,1,0,998.0,file_01_bag_016_label_1.npy
1,16,39,1,0,999.0,file_01_bag_016_label_1.npy
1,16,40,1,1,1000.0,file_01_bag_016_label_1.npy
1,16,41,1,1,1001.0,file_01_bag_016_label_1.npy
1,16,42,1,0,1002.0,file_01_bag_016_label_1.npy
1,16,43,1,0,1003.0,file_01_bag_016_label_1.npy
1,16,44,1,0,1004.0,file_01_bag_016_label_1.npy
1,16,45,1,0,1005.0,file_01_bag_016_label_1.npy
1,16,46,1,1,1006.0,file_01_bag_016_label_1.npy
1,16,47,1,1,1007.0,file_01_bag_016_label_1.npy
1,16,48,1,0,1008.0,file_01_bag_016_label_1.npy
1,16,49,1,0,1009.0,file_01_bag_016_label_1.npy
1,16,50,1,0,1010.0,file_01_bag_016_label_1.npy
1,16,51,1,0,1011.0,file_01_bag_016_label_1.npy
1,16,52,1,0,1012.0,file_01_bag_016_label_1.npy
1,16,53,1,0,1013.0,file_01_bag_016_label_1.npy
1,16,54,1,0,1014.0,file_01_bag_016_label_1.npy
1,16,55,1,0,1015.0,file_01_bag_016_label_1.npy
1,16,56,1,0,1016.0,file_01_bag_016_label_1.npy
1,16,57,1,0,1017.0,file_01_bag_016_label_1.npy
1,16,58,1,0,1018.0,file_01_bag_016_label_1.npy
1,16,59,1,0,1019.0,file_01_bag_016_label_1.npy
1,25,0,1,0,1500.0,file_01_bag_025_label_1.npy
1,25,1,1,0,1501.0,file_01_bag_025_label_1.npy
1,25,2,1,0,1502.0,file_01_bag_025_label_1.npy
1,25,3,1,0,1503.0,file_01_bag_025_label_1.npy
1,25,4,1,0,1504.0,file_01_bag_025_label_1.npy
1,25,5,1,0,1505.0,file_01_bag_025_label_1.npy
1,25,6,1,0,1506.0,file_01_bag_025_label_1.npy
1,25,7,1,0,1507.0,file_01_bag_025_label_1.npy
1,25,8,1,0,1508.0,file_01_bag_025_label_1.npy
1,25,9,1,0,1509.0,file_01_bag_025_label_1.npy
1,25,10,1,0,1510.0,file_01_bag_025_label_1.npy
1,25,11,1,0,1511.0,file_01_bag_025_label_1.npy
1,25,12,1,0,1512.0,file_01_bag_025_label_1.npy
1,25,13,1,0,1513.0,file_01_bag_025_label_1.npy
1,25,14,1,0,1514.0,file_01_bag_025_label_1.npy
1,25,15,1,0,1515.0,file_01_bag_025_label_1.npy
1,25,16,1,0,1516.0,file_01_bag_025_label_1.npy
1,25,17,1,0,1517.0,file_01_bag_025_label_1.npy
1,25,18,1,0,1518.0,file_01_bag_025_label_1.npy
1,25,19,1,0,1519.0,file_01_bag_025_label_1.npy
1,25,20,1,0,1520.0,file_01_bag_025_label_1.npy
1,25,21,1,0,1521.0,file_01_bag_025_label_1.npy
1,25,22,1,0,1522.0,file_01_bag_025_label_1.npy
1,25,23,1,0,1523.0,file_01_bag_025_label_1.npy
1,25,24,1,0,1524.0,file_01_bag_025_label_1.npy
1,25,25,1,0,1525.0,file_01_bag_025_label_1.npy
1,25,26,1,0,1526.0,file_01_bag_025_label_1.npy
1,25,27,1,0,1527.0,file_01_bag_025_label_1.npy
1,25,28,1,0,1528.0,file_01_bag_025_label_1.npy
1,25,29,1,0,1529.0,file_01_bag_025_label_1.npy
1,25,30,1,0,1530.0,file_01_bag_025_label_1.npy
1,25,31,1,0,1531.0,file_01_bag_025_label_1.npy
1,25,32,1,0,1532.0,file_01_bag_025_label_1.npy
1,25,33,1,0,1533.0,file_01_bag_025_label_1.npy
1,25,34,1,0,1534.0,file_01_bag_025_label_1.npy
1,25,35,1,0,1535.0,file_01_bag_025_label_1.npy
1,25,36,1,0,1536.0,file_01_bag_025_label_1.npy
1,25,37,1,0,1537.0,file_01_bag_025_label_1.npy
1,25,38,1,0,1538.0,file_01_bag_025_label_1.npy
1,25,39,1,0,1539.0,file_01_bag_025_label_1.npy
1,25,40,1,0,1540.0,file_01_bag_025_label_1.npy
1,25,41,1,0,1541.0,file_01_bag_025_label_1.npy
1,25,42,1,0,1542.0,file_01_bag_025_label_1.npy
1,25,43,1,0,1543.0,file_01_bag_025_label_1.npy
1,25,44,1,0,1544.0,file_01_bag_025_label_1.npy
1,25,45,1,0,1545.0,file_01_bag_025_label_1.npy
1,25,46,1,0,1546.0,file_01_bag_025_label_1.npy
1,25,47,1,0,1547.0,file_01_bag_025_label_1.npy
1,25,48,1,0,1548.0,file_01_bag_025_label_1.npy
1,25,49,1,0,1549.0,file_01_bag_025_label_1.npy
1,25,50,1,0,1550.0,file_01_bag_025_label_1.npy
1,25,51,1,1,1551.0,file_01_bag_025_label_1.npy
1,25,52,1,1,1552.0,file_01_bag_025_label_1.npy
1,25,53,1,0,1553.0,file_01_bag_025_label_1.npy
1,25,54,1,0,1554.0,file_01_bag_025_label_1.npy
1,25,55,1,0,1555.0,file_01_bag_025_label_1.npy
1,25,56,1,0,1556.0,file_01_bag_025_label_1.npy
1,25,57,1,0,1557.0,file_01_bag_025_label_1.npy
1,25,58,1,0,1558.0,file_01_bag_025_label_1.npy
1,25,59,1,0,1559.0,file_01_bag_025_label_1.npy
1,27,0,1,0,1620.0,file_01_bag_027_label_1.npy
1,27,1,1,0,1621.0,file_01_bag_027_label_1.npy
1,27,2,1,0,1622.0,file_01_bag_027_label_1.npy
1,27,3,1,0,1623.0,file_01_bag_027_label_1.npy
1,27,4,1,0,1624.0,file_01_bag_027_label_1.npy
1,27,5,1,0,1625.0,file_01_bag_027_label_1.npy
1,27,6,1,0,1626.0,file_01_bag_027_label_1.npy
1,27,7,1,0,1627.0,file_01_bag_027_label_1.npy
1,27,8,1,0,1628.0,file_01_bag_027_label_1.npy
1,27,9,1,0,1629.0,file_01_bag_027_label_1.npy
1,27,10,1,0,1630.0,file_01_bag_027_label_1.npy
1,27,11,1,1,1631.0,file_01_bag_027_label_1.npy
1,27,12,1,0,1632.0,file_01_bag_027_label_1.npy
1,27,13,1,0,1633.0,file_01_bag_027_label_1.npy
1,27,14,1,0,1634.0,file_01_bag_027_label_1.npy
1,27,15,1,0,1635.0,file_01_bag_027_label_1.npy
1,27,16,1,0,1636.0,file_01_bag_027_label_1.npy
1,27,17,1,0,1637.0,file_01_bag_027_label_1.npy
1,27,18,1,0,1638.0,file_01_bag_027_label_1.npy
1,27,19,1,0,1639.0,file_01_bag_027_label_1.npy
1,27,20,1,0,1640.0,file_01_bag_027_label_1.npy
1,27,21,1,0,1641.0,file_01_bag_027_label_1.npy
1,27,22,1,0,1642.0,file_01_bag_027_label_1.npy
1,27,23,1,0,1643.0,file_01_bag_027_label_1.npy
1,27,24,1,0,1644.0,file_01_bag_027_label_1.npy
1,27,25,1,0,1645.0,file_01_bag_027_label_1.npy
1,27,26,1,0,1646.0,file_01_bag_027_label_1.npy
1,27,27,1,0,1647.0,file_01_bag_027_label_1.npy
1,27,28,1,0,1648.0,file_01_bag_027_label_1.npy
1,27,29,1,0,1649.0,file_01_bag_027_label_1.npy
1,27,30,1,0,1650.0,file_01_bag_027_label_1.npy
1,27,31,1,0,1651.0,file_01_bag_027_label_1.npy
1,27,32,1,0,1652.0,file_01_bag_027_label_1.npy
1,27,33,1,0,1653.0,file_01_bag_027_label_1.npy
1,27,34,1,0,1654.0,file_01_bag_027_label_1.npy
1,27,35,1,0,1655.0,file_01_bag_027_label_1.npy
1,27,36,1,0,1656.0,file_01_bag_027_label_1.npy
1,27,37,1,0,1657.0,file_01_bag_027_label_1.npy
1,27,38,1,0,1658.0,file_01_bag_027_label_1.npy
1,27,39,1,0,1659.0,file_01_bag_027_label_1.npy
1,27,40,1,0,1660.0,file_01_bag_027_label_1.npy
1,27,41,1,0,1661.0,file_01_bag_027_label_1.npy
1,27,42,1,0,1662.0,file_01_bag_027_label_1.npy
1,27,43,1,0,1663.0,file_01_bag_027_label_1.npy
1,27,44,1,0,1664.0,file_01_bag_027_label_1.npy
1,27,45,1,0,1665.0,file_01_bag_027_label_1.npy
1,27,46,1,0,1666.0,file_01_bag_027_label_1.npy
1,27,47,1,0,1667.0,file_01_bag_027_label_1.npy
1,27,48,1,0,1668.0,file_01_bag_027_label_1.npy
1,27,49,1,0,1669.0,file_01_bag_027_label_1.npy
1,27,50,1,0,1670.0,file_01_bag_027_label_1.npy
1,27,51,1,0,1671.0,file_01_bag_027_label_1.npy
1,27,52,1,0,1672.0,file_01_bag_027_label_1.npy
1,27,53,1,0,1673.0,file_01_bag_027_label_1.npy
1,27,54,1,0,1674.0,file_01_bag_027_label_1.npy
1,27,55,1,0,1675.0,file_01_bag_027_label_1.npy
1,27,56,1,0,1676.0,file_01_bag_027_label_1.npy
1,27,57,1,0,1677.0,file_01_bag_027_label_1.npy
1,27,58,1,0,1678.0,file_01_bag_027_label_1.npy
1,27,59,1,0,1679.0,file_01_bag_027_label_1.npy
1,29,0,1,0,1740.0,file_01_bag_029_label_1.npy
1,29,1,1,0,1741.0,file_01_bag_029_label_1.npy
1,29,2,1,0,1742.0,file_01_bag_029_label_1.npy
1,29,3,1,0,1743.0,file_01_bag_029_label_1.npy
1,29,4,1,0,1744.0,file_01_bag_029_label_1.npy
1,29,5,1,0,1745.0,file_01_bag_029_label_1.npy
1,29,6,1,0,1746.0,file_01_bag_029_label_1.npy
1,29,7,1,0,1747.0,file_01_bag_029_label_1.npy
1,29,8,1,0,1748.0,file_01_bag_029_label_1.npy
1,29,9,1,0,1749.0,file_01_bag_029_label_1.npy
1,29,10,1,0,1750.0,file_01_bag_029_label_1.npy
1,29,11,1,0,1751.0,file_01_bag_029_label_1.npy
1,29,12,1,0,1752.0,file_01_bag_029_label_1.npy
1,29,13,1,0,1753.0,file_01_bag_029_label_1.npy
1,29,14,1,0,1754.0,file_01_bag_029_label_1.npy
1,29,15,1,0,1755.0,file_01_bag_029_label_1.npy
1,29,16,1,0,1756.0,file_01_bag_029_label_1.npy
1,29,17,1,0,1757.0,file_01_bag_029_label_1.npy
1,29,18,1,0,1758.0,file_01_bag_029_label_1.npy
1,29,19,1,0,1759.0,file_01_bag_029_label_1.npy
1,29,20,1,0,1760.0,file_01_bag_029_label_1.npy
1,29,21,1,0,1761.0,file_01_bag_029_label_1.npy
1,29,22,1,0,1762.0,file_01_bag_029_label_1.npy
1,29,23,1,1,1763.0,file_01_bag_029_label_1.npy
1,29,24,1,1,1764.0,file_01_bag_029_label_1.npy
1,29,25,1,1,1765.0,file_01_bag_029_label_1.npy
1,29,26,1,0,1766.0,file_01_bag_029_label_1.npy
1,29,27,1,0,1767.0,file_01_bag_029_label_1.npy
1,29,28,1,0,1768.0,file_01_bag_029_label_1.npy
1,29,29,1,0,1769.0,file_01_bag_029_label_1.npy
1,29,30,1,0,1770.0,file_01_bag_029_label_1.npy
1,29,31,1,0,1771.0,file_01_bag_029_label_1.npy
1,29,32,1,0,1772.0,file_01_bag_029_label_1.npy
1,29,33,1,0,1773.0,file_01_bag_029_label_1.npy
1,29,34,1,0,1774.0,file_01_bag_029_label_1.npy
1,29,35,1,0,1775.0,file_01_bag_029_label_1.npy
1,29,36,1,0,1776.0,file_01_bag_029_label_1.npy
1,29,37,1,0,1777.0,file_01_bag_029_label_1.npy
1,29,38,1,0,1778.0,file_01_bag_029_label_1.npy
1,29,39,1,0,1779.0,file_01_bag_029_label_1.npy
1,29,40,1,0,1780.0,file_01_bag_029_label_1.npy
1,29,41,1,0,1781.0,file_01_bag_029_label_1.npy
1,29,42,1,0,1782.0,file_01_bag_029_label_1.npy
1,29,43,1,0,1783.0,file_01_bag_029_label_1.npy
1,29,44,1,0,1784.0,file_01_bag_029_label_1.npy
1,29,45,1,0,1785.0,file_01_bag_029_label_1.npy
1,29,46,1,0,1786.0,file_01_bag_029_label_1.npy
1,29,47,1,0,1787.0,file_01_bag_029_label_1.npy
1,29,48,1,0,1788.0,file_01_bag_029_label_1.npy
1,29,49,1,1,1789.0,file_01_bag_029_label_1.npy
1,29,50,1,1,1790.0,file_01_bag_029_label_1.npy
1,29,51,1,0,1791.0,file_01_bag_029_label_1.npy
1,29,52,1,0,1792.0,file_01_bag_029_label_1.npy
1,29,53,1,0,1793.0,file_01_bag_029_label_1.npy
1,29,54,1,1,1794.0,file_01_bag_029_label_1.npy
1,29,55,1,1,1795.0,file_01_bag_029_label_1.npy
1,29,56,1,1,1796.0,file_01_bag_029_label_1.npy
1,29,57,1,1,1797.0,file_01_bag_029_label_1.npy
1,29,58,1,1,1798.0,file_01_bag_029_label_1.npy
1,29,59,1,0,1799.0,file_01_bag_029_label_1.npy
1,19,0,0,0,1140.0,file_01_bag_019_label_0.npy
1,19,1,0,0,1141.0,file_01_bag_019_label_0.npy
1,19,2,0,0,1142.0,file_01_bag_019_label_0.npy
1,19,3,0,0,1143.0,file_01_bag_019_label_0.npy
1,19,4,0,0,1144.0,file_01_bag_019_label_0.npy
1,19,5,0,0,1145.0,file_01_bag_019_label_0.npy
1,19,6,0,0,1146.0,file_01_bag_019_label_0.npy
1,19,7,0,0,1147.0,file_01_bag_019_label_0.npy
1,19,8,0,0,1148.0,file_01_bag_019_label_0.npy
1,19,9,0,0,1149.0,file_01_bag_019_label_0.npy
1,19,10,0,0,1150.0,file_01_bag_019_label_0.npy
1,19,11,0,0,1151.0,file_01_bag_019_label_0.npy
1,19,12,0,0,1152.0,file_01_bag_019_label_0.npy
1,19,13,0,0,1153.0,file_01_bag_019_label_0.npy
1,19,14,0,0,1154.0,file_01_bag_019_label_0.npy
1,19,15,0,0,1155.0,file_01_bag_019_label_0.npy
1,19,16,0,0,1156.0,file_01_bag_019_label_0.npy
1,19,17,0,0,1157.0,file_01_bag_019_label_0.npy
1,19,18,0,0,1158.0,file_01_bag_019_label_0.npy
1,19,19,0,0,1159.0,file_01_bag_019_label_0.npy
1,19,20,0,0,1160.0,file_01_bag_019_label_0.npy
1,19,21,0,0,1161.0,file_01_bag_019_label_0.npy
1,19,22,0,0,1162.0,file_01_bag_019_label_0.npy
1,19,23,0,0,1163.0,file_01_bag_019_label_0.npy
1,19,24,0,0,1164.0,file_01_bag_019_label_0.npy
1,19,25,0,0,1165.0,file_01_bag_019_label_0.npy
1,19,26,0,0,1166.0,file_01_bag_019_label_0.npy
1,19,27,0,0,1167.0,file_01_bag_019_label_0.npy
1,19,28,0,0,1168.0,file_01_bag_019_label_0.npy
1,19,29,0,0,1169.0,file_01_bag_019_label_0.npy
1,19,30,0,0,1170.0,file_01_bag_019_label_0.npy
1,19,31,0,0,1171.0,file_01_bag_019_label_0.npy
1,19,32,0,0,1172.0,file_01_bag_019_label_0.npy
1,19,33,0,0,1173.0,file_01_bag_019_label_0.npy
1,19,34,0,0,1174.0,file_01_bag_019_label_0.npy
1,19,35,0,0,1175.0,file_01_bag_019_label_0.npy
