bag_id,instance_idx,gt_label,attn_weight
file_06_bag_015,59,0,0.004
file_06_bag_016,0,0,0.0169
file_06_bag_016,1,0,0.0167
file_06_bag_016,2,0,0.0168
file_06_bag_016,3,0,0.0166
file_06_bag_016,4,0,0.0155
file_06_bag_016,5,0,0.0169
file_06_bag_016,6,0,0.0168
file_06_bag_016,7,0,0.0168
file_06_bag_016,8,0,0.0168
file_06_bag_016,9,0,0.0167
file_06_bag_016,10,0,0.0168
file_06_bag_016,11,0,0.0168
file_06_bag_016,12,0,0.0169
file_06_bag_016,13,0,0.0168
file_06_bag_016,14,0,0.017
file_06_bag_016,15,0,0.0168
file_06_bag_016,16,0,0.0168
file_06_bag_016,17,0,0.0164
file_06_bag_016,18,0,0.0169
file_06_bag_016,19,0,0.017
file_06_bag_016,20,0,0.017
file_06_bag_016,21,0,0.0169
file_06_bag_016,22,0,0.0169
file_06_bag_016,23,0,0.0164
file_06_bag_016,24,0,0.0169
file_06_bag_016,25,0,0.0169
file_06_bag_016,26,0,0.0169
file_06_bag_016,27,0,0.0168
file_06_bag_016,28,0,0.0168
file_06_bag_016,29,0,0.0169
file_06_bag_016,30,0,0.0168
file_06_bag_016,31,0,0.0166
file_06_bag_016,32,0,0.0169
file_06_bag_016,33,0,0.0169
file_06_bag_016,34,0,0.0169
file_06_bag_016,35,0,0.0168
file_06_bag_016,36,0,0.0169
file_06_bag_016,37,0,0.0167
file_06_bag_016,38,0,0.0171
file_06_bag_016,39,0,0.0168
file_06_bag_016,40,0,0.0163
file_06_bag_016,41,1,0.0164
file_06_bag_016,42,1,0.0165
file_06_bag_016,43,0,0.0169
file_06_bag_016,44,0,0.0169
file_06_bag_016,45,0,0.0169
file_06_bag_016,46,0,0.0138
file_06_bag_016,47,0,0.0165
file_06_bag_016,48,0,0.0156
file_06_bag_016,49,0,0.0161
file_06_bag_016,50,0,0.0163
file_06_bag_016,51,0,0.0157
file_06_bag_016,52,0,0.0168
file_06_bag_016,53,0,0.0169
file_06_bag_016,54,0,0.0169
file_06_bag_016,55,0,0.0169
file_06_bag_016,56,0,0.0169
file_06_bag_016,57,0,0.0168
file_06_bag_016,58,0,0.0168
file_06_bag_016,59,0,0.0168
file_06_bag_017,0,0,0.001
file_06_bag_017,1,0,0.0009
file_06_bag_017,2,0,0.0009
file_06_bag_017,3,0,0.001
file_06_bag_017,4,0,0.0009
file_06_bag_017,5,0,0.001
file_06_bag_017,6,0,0.001
file_06_bag_017,7,0,0.001
file_06_bag_017,8,1,0.001
file_06_bag_017,9,1,0.0009
file_06_bag_017,10,1,0.0009
file_06_bag_017,11,0,0.0006
file_06_bag_017,12,0,0.001
file_06_bag_017,13,0,0.0009
file_06_bag_017,14,0,0.001
file_06_bag_017,15,0,0.001
file_06_bag_017,16,0,0.0009
file_06_bag_017,17,0,0.001
file_06_bag_017,18,0,0.001
file_06_bag_017,19,0,0.0009
file_06_bag_017,20,0,0.0009
file_06_bag_017,21,0,0.001
file_06_bag_017,22,0,0.001
file_06_bag_017,23,0,0.0009
file_06_bag_017,24,0,0.0009
file_06_bag_017,25,1,0.2336
file_06_bag_017,26,1,0.2113
file_06_bag_017,27,1,0.0342
file_06_bag_017,28,1,0.2337
file_06_bag_017,29,1,0.2337
file_06_bag_017,30,0,0.001
file_06_bag_017,31,0,0.0011
file_06_bag_017,32,1,0.0008
file_06_bag_017,33,1,0.0021
file_06_bag_017,34,1,0.0021
file_06_bag_017,35,1,0.0006
file_06_bag_017,36,1,0.0009
file_06_bag_017,37,0,0.001
file_06_bag_017,38,0,0.0009
file_06_bag_017,39,0,0.001
file_06_bag_017,40,0,0.0009
file_06_bag_017,41,0,0.001
file_06_bag_017,42,1,0.001
file_06_bag_017,43,1,0.0009
file_06_bag_017,44,1,0.001
file_06_bag_017,45,0,0.0009
file_06_bag_017,46,0,0.001
file_06_bag_017,47,0,0.001
file_06_bag_017,48,0,0.001
file_06_bag_017,49,0,0.001
file_06_bag_017,50,0,0.001
file_06_bag_017,51,0,0.0008
file_06_bag_017,52,0,0.0009
file_06_bag_017,53,0,0.001
file_06_bag_017,54,0,0.001
file_06_bag_017,55,0,0.001
file_06_bag_017,56,0,0.0009
file_06_bag_017,57,0,0.001
file_06_bag_017,58,0,0.001
file_06_bag_017,59,0,0.0009
file_06_bag_018,0,0,0.0006
file_06_bag_018,1,0,0.0007
file_06_bag_018,2,0,0.0007
file_06_bag_018,3,0,0.0007
file_06_bag_018,4,0,0.0007
file_06_bag_018,5,0,0.0005
file_06_bag_018,6,0,0.0006
file_06_bag_018,7,0,0.0007
file_06_bag_018,8,0,0.0006
file_06_bag_018,9,0,0.0006
file_06_bag_018,10,0,0.0006
file_06_bag_018,11,0,0.0007
file_06_bag_018,12,0,0.0007
file_06_bag_018,13,0,0.0007
file_06_bag_018,14,0,0.0007
file_06_bag_018,15,0,0.0007
file_06_bag_018,16,0,0.0007
file_06_bag_018,17,0,0.0007
file_06_bag_018,18,0,0.0007
file_06_bag_018,19,0,0.0007
file_06_bag_018,20,0,0.0007
file_06_bag_018,21,0,0.0007
file_06_bag_018,22,0,0.0007
file_06_bag_018,23,0,0.0006
file_06_bag_018,24,0,0.0007
file_06_bag_018,25,0,0.0007
file_06_bag_018,26,0,0.0007
file_06_bag_018,27,0,0.0007
file_06_bag_018,28,0,0.0006
file_06_bag_018,29,0,0.0007
file_06_bag_018,30,0,0.0007
file_06_bag_018,31,0,0.0007
file_06_bag_018,32,0,0.0007
file_06_bag_018,33,0,0.0007
file_06_bag_018,34,0,0.0007
file_06_bag_018,35,0,0.0007
file_06_bag_018,36,0,0.0006
file_06_bag_018,37,0,0.0006
file_06_bag_018,38,0,0.0007
file_06_bag_018,39,0,0.0003
file_06_bag_018,40,0,0.0015
file_06_bag_018,41,0,0.0251
file_06_bag_018,42,1,0.0198
file_06_bag_018,43,1,0.0026
file_06_bag_018,44,1,0.0144
file_06_bag_018,45,0,0.0001
file_06_bag_018,46,0,0.0007
file_06_bag_018,47,0,0.1635
file_06_bag_018,48,1,0.0901
file_06_bag_018,49,1,0.1636
file_06_bag_018,50,1,0.1394
file_06_bag_018,51,1,0.1636
file_06_bag_018,52,1,0.022
file_06_bag_018,53,1,0.1636
file_06_bag_018,54,0,0.0007
file_06_bag_018,55,0,0.0007
file_06_bag_018,56,0,0.0007
file_06_bag_018,57,0,0.0007
file_06_bag_018,58,0,0.0007
file_06_bag_018,59,0,0.0007
file_06_bag_019,0,0,0.0009
file_06_bag_019,1,0,0.0009
file_06_bag_019,2,0,0.0009
file_06_bag_019,3,0,0.0009
file_06_bag_019,4,0,0.0009
file_06_bag_019,5,0,0.0009
file_06_bag_019,6,0,0.1876
file_06_bag_019,7,0,0.0027
file_06_bag_019,8,1,0.0004
file_06_bag_019,9,1,0.0356
file_06_bag_019,10,0,0.041
file_06_bag_019,11,1,0.0124
file_06_bag_019,12,1,0.1596
file_06_bag_019,13,0,0.0009
file_06_bag_019,14,0,0.0009
file_06_bag_019,15,0,0.0009
file_06_bag_019,16,0,0.0009
file_06_bag_019,17,0,0.0008
file_06_bag_019,18,1,0.0008
file_06_bag_019,19,0,0.0009
file_06_bag_019,20,0,0.0009
file_06_bag_019,21,0,0.0009
file_06_bag_019,22,0,0.0009
file_06_bag_019,23,0,0.0009
file_06_bag_019,24,0,0.0009
file_06_bag_019,25,1,0.0001
file_06_bag_019,26,1,0.002
file_06_bag_019,27,0,0.0009
file_06_bag_019,28,0,0.0009
file_06_bag_019,29,0,0.2159
file_06_bag_019,30,0,0.0
file_06_bag_019,31,0,0.2158
file_06_bag_019,32,0,0.0199
file_06_bag_019,33,0,0.0054
file_06_bag_019,34,0,0.0132
file_06_bag_019,35,1,0.0269
file_06_bag_019,36,1,0.0069
file_06_bag_019,37,1,0.0165
file_06_bag_019,38,1,0.0022
file_06_bag_019,39,1,0.0007
file_06_bag_019,40,0,0.0009
file_06_bag_019,41,0,0.0009
file_06_bag_019,42,0,0.0009
file_06_bag_019,43,0,0.0009
file_06_bag_019,44,0,0.0009
file_06_bag_019,45,0,0.0009
file_06_bag_019,46,0,0.0009
file_06_bag_019,47,0,0.0009
file_06_bag_019,48,0,0.0009
file_06_bag_019,49,0,0.001
file_06_bag_019,50,0,0.0009
file_06_bag_019,51,0,0.0009
file_06_bag_019,52,0,0.0009
file_06_bag_019,53,0,0.0009
file_06_bag_019,54,0,0.0009
file_06_bag_019,55,0,0.0009
file_06_bag_019,56,0,0.0008
file_06_bag_019,57,0,0.0009
file_06_bag_019,58,0,0.0009
file_06_bag_019,59,0,0.0009
file_06_bag_020,0,0,0.0019
file_06_bag_020,1,0,0.002
file_06_bag_020,2,0,0.0019
file_06_bag_020,3,0,0.002
file_06_bag_020,4,0,0.0019
file_06_bag_020,5,0,0.0019
file_06_bag_020,6,0,0.0019
file_06_bag_020,7,0,0.0005
file_06_bag_020,8,0,0.0013
file_06_bag_020,9,0,0.0018
file_06_bag_020,10,1,0.0016
file_06_bag_020,11,1,0.0015
file_06_bag_020,12,1,0.0017
file_06_bag_020,13,1,0.0017
file_06_bag_020,14,1,0.0016
file_06_bag_020,15,0,0.0018
file_06_bag_020,16,0,0.0019
file_06_bag_020,17,0,0.0019
file_06_bag_020,18,0,0.002
file_06_bag_020,19,0,0.0019
file_06_bag_020,20,0,0.0021
file_06_bag_020,21,0,0.002
file_06_bag_020,22,0,0.0018
file_06_bag_020,23,0,0.0017
file_06_bag_020,24,0,0.0019
file_06_bag_020,25,0,0.002
file_06_bag_020,26,0,0.0019
file_06_bag_020,27,0,0.002
file_06_bag_020,28,0,0.0022
file_06_bag_020,29,0,0.0021
file_06_bag_020,30,0,0.0019
file_06_bag_020,31,0,0.0019
file_06_bag_020,32,0,0.002
file_06_bag_020,33,0,0.0019
file_06_bag_020,34,0,0.0019
file_06_bag_020,35,0,0.0019
file_06_bag_020,36,0,0.0019
file_06_bag_020,37,0,0.0019
file_06_bag_020,38,0,0.0019
file_06_bag_020,39,0,0.0019
file_06_bag_020,40,0,0.0019
file_06_bag_020,41,0,0.0019
file_06_bag_020,42,0,0.0019
file_06_bag_020,43,0,0.0019
file_06_bag_020,44,0,0.0019
file_06_bag_020,45,0,0.0018
file_06_bag_020,46,0,0.0019
file_06_bag_020,47,0,0.0019
file_06_bag_020,48,0,0.002
file_06_bag_020,49,0,0.0018
file_06_bag_020,50,0,0.0019
file_06_bag_020,51,0,0.0019
file_06_bag_020,52,0,0.0019
file_06_bag_020,53,0,0.0019
file_06_bag_020,54,0,0.0021
file_06_bag_020,55,0,0.3456
file_06_bag_020,56,0,0.0286
file_06_bag_020,57,0,0.0168
file_06_bag_020,58,1,0.4708
file_06_bag_020,59,0,0.0358
file_06_bag_021,0,0,0.0009
file_06_bag_021,1,0,0.0009
file_06_bag_021,2,0,0.0008
file_06_bag_021,3,0,0.0008
file_06_bag_021,4,0,0.0008
file_06_bag_021,5,0,0.0008
file_06_bag_021,6,0,0.0009
file_06_bag_021,7,0,0.0009
file_06_bag_021,8,0,0.0008
file_06_bag_021,9,0,0.0045
file_06_bag_021,10,1,0.0161
file_06_bag_021,11,1,0.001
file_06_bag_021,12,1,0.0015
file_06_bag_021,13,1,0.1118
file_06_bag_021,14,1,0.2196
file_06_bag_021,15,1,0.0042
file_06_bag_021,16,1,0.0262
file_06_bag_021,17,1,0.0057
file_06_bag_021,18,1,0.1791
file_06_bag_021,19,1,0.2181
file_06_bag_021,20,1,0.1382
file_06_bag_021,21,0,0.0009
file_06_bag_021,22,0,0.0009
file_06_bag_021,23,0,0.0016
file_06_bag_021,24,0,0.0009
file_06_bag_021,25,0,0.0011
file_06_bag_021,26,0,0.0009
file_06_bag_021,27,0,0.0009
file_06_bag_021,28,0,0.0009
file_06_bag_021,29,0,0.0009
file_06_bag_021,30,0,0.0009
file_06_bag_021,31,0,0.0009
file_06_bag_021,32,0,0.0009
file_06_bag_021,33,0,0.0009
file_06_bag_021,34,0,0.0013
file_06_bag_021,35,0,0.0008
file_06_bag_021,36,0,0.0009
file_06_bag_021,37,1,0.0024
file_06_bag_021,38,1,0.0297
file_06_bag_021,39,0,0.0009
file_06_bag_021,40,0,0.0009
file_06_bag_021,41,1,0.0008
file_06_bag_021,42,1,0.0006
file_06_bag_021,43,1,0.0015
file_06_bag_021,44,0,0.0009
file_06_bag_021,45,0,0.0009
file_06_bag_021,46,0,0.0009
file_06_bag_021,47,0,0.0009
file_06_bag_021,48,0,0.0009
file_06_bag_021,49,0,0.0009
file_06_bag_021,50,0,0.0009
file_06_bag_021,51,0,0.0008
file_06_bag_021,52,0,0.0009
file_06_bag_021,53,0,0.0009
file_06_bag_021,54,0,0.0009
file_06_bag_021,55,0,0.0009
file_06_bag_021,56,0,0.0009
file_06_bag_021,57,0,0.0008
file_06_bag_021,58,0,0.0009
file_06_bag_021,59,0,0.0009
file_06_bag_022,0,0,0.0026
file_06_bag_022,1,1,0.0024
file_06_bag_022,2,1,0.0021
file_06_bag_022,3,0,0.0026
file_06_bag_022,4,1,0.0033
file_06_bag_022,5,1,0.0037
file_06_bag_022,6,0,0.0005
file_06_bag_022,7,1,0.4568
file_06_bag_022,8,1,0.2497
file_06_bag_022,9,0,0.0025
file_06_bag_022,10,0,0.0023
file_06_bag_022,11,0,0.0024
file_06_bag_022,12,0,0.0026
file_06_bag_022,13,0,0.0027
file_06_bag_022,14,0,0.0149
file_06_bag_022,15,0,0.0527
file_06_bag_022,16,1,0.0876
file_06_bag_022,17,1,0.0008
file_06_bag_022,18,1,0.0019
file_06_bag_022,19,1,0.0011
file_06_bag_022,20,1,0.002
file_06_bag_022,21,1,0.0009
file_06_bag_022,22,1,0.0112
file_06_bag_022,23,0,0.0025
file_06_bag_022,24,1,0.0026
file_06_bag_022,25,0,0.0025
file_06_bag_022,26,0,0.0018
file_06_bag_022,27,0,0.0024
file_06_bag_022,28,0,0.0024
file_06_bag_022,29,0,0.0023
file_06_bag_022,30,0,0.0024
file_06_bag_022,31,0,0.0025
file_06_bag_022,32,0,0.0025
file_06_bag_022,33,0,0.0025
file_06_bag_022,34,0,0.0025
file_06_bag_022,35,0,0.0025
file_06_bag_022,36,0,0.0025
file_06_bag_022,37,0,0.0025
file_06_bag_022,38,0,0.0025
file_06_bag_022,39,0,0.0025
file_06_bag_022,40,0,0.0024
file_06_bag_022,41,0,0.0024
file_06_bag_022,42,0,0.0025
file_06_bag_022,43,0,0.0026
file_06_bag_022,44,0,0.0025
file_06_bag_022,45,0,0.0024
file_06_bag_022,46,0,0.0025
file_06_bag_022,47,0,0.0025
file_06_bag_022,48,0,0.0026
file_06_bag_022,49,0,0.0023
file_06_bag_022,50,0,0.0025
file_06_bag_022,51,0,0.0026
file_06_bag_022,52,0,0.0027
file_06_bag_022,53,0,0.0025
file_06_bag_022,54,0,0.0024
file_06_bag_022,55,0,0.0018
file_06_bag_022,56,0,0.0025
file_06_bag_022,57,0,0.0025
file_06_bag_022,58,0,0.0025
file_06_bag_022,59,0,0.0024
file_06_bag_023,0,0,0.0061
file_06_bag_023,1,1,0.0043
file_06_bag_023,2,1,0.0079
file_06_bag_023,3,1,0.1062
file_06_bag_023,4,1,0.0026
file_06_bag_023,5,0,0.0062
file_06_bag_023,6,0,0.0062
file_06_bag_023,7,0,0.006
file_06_bag_023,8,0,0.0061
file_06_bag_023,9,0,0.0063
file_06_bag_023,10,0,0.004
file_06_bag_023,11,0,0.0062
file_06_bag_023,12,0,0.0062
file_06_bag_023,13,0,0.006
file_06_bag_023,14,0,0.0066
file_06_bag_023,15,0,0.0061
file_06_bag_023,16,0,0.0062
file_06_bag_023,17,0,0.0062
file_06_bag_023,18,0,0.0059
file_06_bag_023,19,0,0.0062
file_06_bag_023,20,1,0.0062
file_06_bag_023,21,0,0.0062
file_06_bag_023,22,0,0.0063
file_06_bag_023,23,0,0.0061
file_06_bag_023,24,1,0.0056
file_06_bag_023,25,1,0.0231
file_06_bag_023,26,1,0.3125
file_06_bag_023,27,0,0.1151
file_06_bag_023,28,1,0.1151
file_06_bag_023,29,1,0.0005
file_06_bag_023,30,0,0.0063
file_06_bag_023,31,0,0.0062
file_06_bag_023,32,0,0.0062
file_06_bag_023,33,0,0.0062
file_06_bag_023,34,0,0.0062
file_06_bag_023,35,0,0.006
file_06_bag_023,36,0,0.0062
file_06_bag_023,37,0,0.0062
file_06_bag_023,38,0,0.0063
file_06_bag_023,39,0,0.0062
file_06_bag_023,40,0,0.0062
file_06_bag_023,41,0,0.0062
file_06_bag_023,42,0,0.0065
file_06_bag_023,43,0,0.0062
file_06_bag_023,44,0,0.0067
file_06_bag_023,45,0,0.0062
file_06_bag_023,46,0,0.0063
file_06_bag_023,47,0,0.0062
file_06_bag_023,48,0,0.0062
file_06_bag_023,49,0,0.0068
file_06_bag_023,50,0,0.0061
file_06_bag_023,51,0,0.0062
file_06_bag_023,52,0,0.0062
file_06_bag_023,53,0,0.0066
file_06_bag_023,54,0,0.0053
file_06_bag_023,55,0,0.0061
file_06_bag_023,56,0,0.0058
file_06_bag_023,57,0,0.0058
file_06_bag_023,58,0,0.0061
file_06_bag_023,59,0,0.0062
file_06_bag_024,0,0,0.0106
file_06_bag_024,1,0,0.0102
file_06_bag_024,2,0,0.0101
file_06_bag_024,3,0,0.0105
file_06_bag_024,4,0,0.0105
file_06_bag_024,5,0,0.0106
file_06_bag_024,6,0,0.0104
file_06_bag_024,7,0,0.0102
file_06_bag_024,8,0,0.0106
file_06_bag_024,9,1,0.0106
file_06_bag_024,10,1,0.0105
file_06_bag_024,11,1,0.0088
file_06_bag_024,12,1,0.0125
file_06_bag_024,13,1,0.3964
file_06_bag_024,14,1,0.0085
file_06_bag_024,15,1,0.0056
file_06_bag_024,16,1,0.0069
file_06_bag_024,17,1,0.0101
file_06_bag_024,18,0,0.0083
file_06_bag_024,19,0,0.0105
file_06_bag_024,20,0,0.0105
file_06_bag_024,21,0,0.0106
file_06_bag_024,22,0,0.0106
file_06_bag_024,23,0,0.0106
file_06_bag_024,24,0,0.0105
file_06_bag_024,25,0,0.0103
file_06_bag_024,26,0,0.0106
file_06_bag_024,27,0,0.0105
file_06_bag_024,28,0,0.0105
file_06_bag_024,29,0,0.0106
file_06_bag_024,30,0,0.0103
file_06_bag_024,31,0,0.0105
file_06_bag_024,32,0,0.0105
file_06_bag_024,33,0,0.0106
file_06_bag_024,34,0,0.0104
file_06_bag_024,35,0,0.0105
file_06_bag_024,36,0,0.0105
file_06_bag_024,37,0,0.0106
file_06_bag_024,38,0,0.0104
file_06_bag_024,39,0,0.0106
file_06_bag_024,40,0,0.0106
file_06_bag_024,41,0,0.0104
file_06_bag_024,42,0,0.0104
file_06_bag_024,43,0,0.0106
file_06_bag_024,44,1,0.0103
file_06_bag_024,45,1,0.0103
file_06_bag_024,46,0,0.0105
file_06_bag_024,47,1,0.0095
file_06_bag_024,48,1,0.0087
file_06_bag_024,49,0,0.0106
file_06_bag_024,50,0,0.0106
file_06_bag_024,51,0,0.0107
file_06_bag_024,52,0,0.0105
file_06_bag_024,53,0,0.0106
file_06_bag_024,54,0,0.0106
file_06_bag_024,55,0,0.0106
file_06_bag_024,56,0,0.0105
file_06_bag_024,57,0,0.0103
file_06_bag_024,58,0,0.0105
file_06_bag_024,59,1,0.0105
file_06_bag_025,0,1,0.0166
file_06_bag_025,1,1,0.0163
file_06_bag_025,2,1,0.0162
file_06_bag_025,3,1,0.0167
file_06_bag_025,4,0,0.0168
file_06_bag_025,5,0,0.016
file_06_bag_025,6,0,0.0169
file_06_bag_025,7,0,0.0167
file_06_bag_025,8,0,0.0166
file_06_bag_025,9,0,0.0167
file_06_bag_025,10,0,0.0168
file_06_bag_025,11,0,0.0168
file_06_bag_025,12,0,0.0168
file_06_bag_025,13,0,0.0169
file_06_bag_025,14,0,0.0169
file_06_bag_025,15,0,0.0168
file_06_bag_025,16,0,0.0159
file_06_bag_025,17,0,0.0168
file_06_bag_025,18,0,0.0168
file_06_bag_025,19,0,0.0166
file_06_bag_025,20,0,0.0168
file_06_bag_025,21,0,0.0169
file_06_bag_025,22,0,0.0168
file_06_bag_025,23,0,0.0168
file_06_bag_025,24,0,0.0169
file_06_bag_025,25,0,0.0176
file_06_bag_025,26,0,0.0165
file_06_bag_025,27,0,0.0166
file_06_bag_025,28,0,0.0165
file_06_bag_025,29,0,0.0166
file_06_bag_025,30,0,0.0168
file_06_bag_025,31,0,0.0169
file_06_bag_025,32,1,0.0153
file_06_bag_025,33,1,0.0155
file_06_bag_025,34,1,0.017
file_06_bag_025,35,1,0.0168
file_06_bag_025,36,0,0.0146
file_06_bag_025,37,0,0.0153
file_06_bag_025,38,0,0.0167
file_06_bag_025,39,0,0.0167
file_06_bag_025,40,0,0.017
file_06_bag_025,41,0,0.0167
file_06_bag_025,42,0,0.0173
file_06_bag_025,43,0,0.0168
file_06_bag_025,44,0,0.0168
file_06_bag_025,45,0,0.0168
file_06_bag_025,46,0,0.0169
file_06_bag_025,47,0,0.0169
file_06_bag_025,48,0,0.0168
file_06_bag_025,49,0,0.0172
file_06_bag_025,50,0,0.0168
file_06_bag_025,51,0,0.0167
file_06_bag_025,52,0,0.0169
file_06_bag_025,53,0,0.0169
file_06_bag_025,54,0,0.0177
file_06_bag_025,55,0,0.0169
file_06_bag_025,56,0,0.0168
file_06_bag_025,57,0,0.0168
file_06_bag_025,58,0,0.0168
file_06_bag_025,59,0,0.0164
file_06_bag_026,0,0,0.0173
file_06_bag_026,1,0,0.0173
file_06_bag_026,2,0,0.0179
file_06_bag_026,3,0,0.0171
file_06_bag_026,4,0,0.0165
file_06_bag_026,5,0,0.0166
file_06_bag_026,6,0,0.0172
file_06_bag_026,7,0,0.0167
file_06_bag_026,8,0,0.0172
file_06_bag_026,9,0,0.0173
file_06_bag_026,10,0,0.0173
file_06_bag_026,11,0,0.0172
file_06_bag_026,12,0,0.0172
file_06_bag_026,13,0,0.0172
file_06_bag_026,14,0,0.0172
file_06_bag_026,15,0,0.0173
file_06_bag_026,16,0,0.0173
file_06_bag_026,17,0,0.0161
file_06_bag_026,18,0,0.0173
file_06_bag_026,19,0,0.0171
file_06_bag_026,20,0,0.0172
file_06_bag_026,21,0,0.0169
file_06_bag_026,22,0,0.0172
file_06_bag_026,23,0,0.0172
file_06_bag_026,24,0,0.0173
file_06_bag_026,25,0,0.0174
file_06_bag_026,26,0,0.0172
file_06_bag_026,27,0,0.0172
file_06_bag_026,28,0,0.0173
file_06_bag_026,29,0,0.0173
file_06_bag_026,30,0,0.0155
file_06_bag_026,31,0,0.0172
file_06_bag_026,32,0,0.0174
file_06_bag_026,33,0,0.0173
file_06_bag_026,34,0,0.0174
file_06_bag_026,35,0,0.0154
file_06_bag_026,36,0,0.0172
file_06_bag_026,37,0,0.017
file_06_bag_026,38,0,0.0172
file_06_bag_026,39,0,0.0155
file_06_bag_026,40,0,0.0133
file_06_bag_026,41,0,0.0173
file_06_bag_026,42,0,0.0165
file_06_bag_026,43,0,0.0174
file_06_bag_026,44,0,0.0152
file_06_bag_026,45,1,0.0131
file_06_bag_026,46,0,0.017
file_06_bag_026,47,0,0.0174
file_06_bag_026,48,0,0.0172
file_06_bag_026,49,0,0.0173
file_06_bag_026,50,0,0.0171
file_06_bag_026,51,0,0.0167
file_06_bag_026,52,0,0.017
file_06_bag_026,53,0,0.017
file_06_bag_026,54,0,0.0172
file_06_bag_026,55,0,0.017
file_06_bag_026,56,0,0.0127
file_06_bag_026,57,1,0.0096
